date_range,current_date,description,compatibility,mood,color,lucky_number,lucky_time,sign
Aug 23 - Sep 22,"August 31, 2022","Getting in touch with a dear one still won't be any easier -- but once you do, the plans you make and the promises you pledge will stick. Hopefully, that will make all this difficult communication a little easier.",Gemini,Responsible,Teal,51,10am,virgo
Dec 22 - Jan 19,"August 31, 2022","There's a tad of jealousy in the heavens -- not to mention circulating around you. Does that mean you have to buy into it, or keep it going? Absolutely not. In fact, you can deflate the whole issue if you just let it go.",Aries,Charming,Copper,85,2am,capricorn
May 21 - Jun 21,"August 31, 2022","Finally, a break in the emotional action. You're ready to stop focusing on how things feel, and start focusing on anything fun -- and totally spontaneous. Before you have a second to think about it, act. Just this once.",Taurus,Relaxed,Teal,51,12pm,gemini
Sep 23 - Oct 22,"August 31, 2022","If you're still thinking about a trip, even a quick one, there's no reason to cancel. But you might want to live by Murphy's Law while you're gone -- in other words, prepare for all kinds of hang-ups and confusion.",Taurus,Cautious,Blue,31,3am,libra
Jan 20 - Feb 18,"August 31, 2022",You're befuddled about what to do with a dear one -- especially if it's a decision between waiting for them to make up their mind or just putting your foot down. Enough with the waiting. Put your foot down. Hard.,Libra,Thoughtful,Brown,52,7pm,aquarius
Jun 22 - Jul 22,"August 31, 2022","It's still technically the weekend, but you're already worried about getting up tomorrow for work. You're also worried about your relationship, though. What to do? Divide your waking hours equally. It's only fair.",Taurus,Busy,Blue,41,1am,cancer
Oct 23 - Nov 22,"August 31, 2022","Here it is again: the urge to make drastic, sweeping changes. The good news is that if you initiate these changes now -- and you will, because sitting still will be darned near impossible for you -- they'll last.",Capricorn,Creative,Orchid,87,3am,scorpio
Feb 19 - Mar 20,"August 31, 2022","You're suddenly quite ready for new experiences, new friends with interesting accents, and new opportunities to have many more of both. Better turn in your vacation notice right now.",Cancer,Relaxed,Shadow Black,82,5am,pisces
Mar 21 - Apr 20,"September 1, 2022","Here's a tad more jealousy for you to deal with. Although it won't be quite as obviously stated as it was last week, you'll feel it. Everyone it's directed toward will feel it, too.",Pisces,Aggressive,Yellow,64,4pm,aries
Jul 23 - Aug 22,"September 1, 2022","That beautiful bright light in the night sky? It's not just the inspiration for a thousand love stories. It's also behind what you're getting ready to say to someone you're crazy about -- and behind their response, too.",Capricorn,Loved,Yellow,18,12pm,leo
Nov 23 - Dec 21,"September 1, 2022",That bright light in the sky? It's doing a lot more than just making it easy to see your sweetheart in the dark. It's urging you to find a happy medium between work and home -- and saying that you can actually do it.,Scorpio,Sweet,Teal,45,8pm,sagittarius
Apr 21 - May 20,"September 1, 2022","Friendships are important to us all, and at some times they're even more important than at others. In your case, your dear ones are about to prove to you just how valuable they are -- and how much they care.",Sagittarius,Cherishing,Purple,85,2pm,taurus
Aug 23 - Sep 22,"September 1, 2022",Ready for a whole new lifestyle? Thinking you might begin with the people you associate with on a regular basis? Good idea. They'll help you make the connections that will get you started.,Taurus,Hopeful,Pink,28,3am,virgo
Dec 22 - Jan 19,"September 1, 2022","You're unusually practical, reserved and organized. In fact, you're in the mood to make so many lists that, if you're not careful, you might end up making lists of your lists. Call a friend. Get out of the house.",Pisces,Relaxed,Orchid,95,5am,capricorn
May 21 - Jun 21,"September 1, 2022","Your sweetheart has been extremely picky with you lately, and you've just about had it. Before you bite their head off, though, realize that it's astrologically inspired -- and not a deliberate, malicious attempt to aggravate you.",Aquarius,Calm,Teal,21,7pm,gemini
Sep 23 - Oct 22,"September 1, 2022","If you haven't been pleased with what you've seen in the mirror lately, you'll be moved to make some changes and improvements. If you do like what you see, get dressed and go show it off.",Leo,Confidence,Spring Green,63,11pm,libra
Jan 20 - Feb 18,"September 1, 2022","You know how you've been trying to decide whether or not to let a secret slip? You'll find out now why you were right to keep quiet about it. Oh, and by the way -- you'll be exceedingly glad you did.",Aries,Honest,Brown,95,7pm,aquarius
Jun 22 - Jul 22,"September 1, 2022","See that full Moon? It's all about love -- and not just for everyone, but for you in particular. So whether you've been together for five days or five years, make the most of it.",Leo,Loved,Orange,65,4pm,cancer
Oct 23 - Nov 22,"September 1, 2022","Finally, relief is on the way, courtesy of the full Moon -- which is good for a lot more than just inspiring yet another romantic whisper. Not that romantic whispers aren't wonderful -- but the solution to a financial problem will be even better.",Gemini,Relieved,Spring Green,29,5am,scorpio
Feb 19 - Mar 20,"September 1, 2022","A bit of permanence and stability is about to find its way into that game plan you've been working on forever. And just in the nick of time, too. One more day of this and who knows what you might have decided?",Cancer,Determined,Navy Blue,88,6pm,pisces
Mar 21 - Apr 20,"September 2, 2022","See? Aren't you glad you talked honestly about what was really going on? Now it's over, peace has been restored, and you can relax -- and since it's the weekend, you'll have no shortage of companions to help you do just that.",Sagittarius,Pleasant,Orange,93,1pm,aries
Jul 23 - Aug 22,"September 2, 2022","Still grinning about that conversation? Of course you are -- and you're not alone, either. You're tickled pink about what's happened lately, and you've got some pretty darned happy company on that cloud.",Virgo,Happy,Brown,30,8pm,leo
Nov 23 - Dec 21,"September 2, 2022","You're still wondering about how it can possibly work -- keeping up with all that work and making your dear ones happy. Or, just let it go for a day or two. Let it rest. Just for now.",Aquarius,Thoughtful,Pink,10,7pm,sagittarius
Apr 21 - May 20,"September 2, 2022","Secrets are your forte, and you're an expert at keeping them. That's going to come in handy now, especially once someone starts questioning you and fishing around for answers. Mum's the word.",Gemini,Quiet,Gold,19,7pm,taurus
Aug 23 - Sep 22,"September 2, 2022","You're feeling especially sociable, chatty and eager to meet new people. And they, of course, will be tickled with you. Because once you turn on the charm and start doing your stand-up comedy act, who wouldn't be?",Pisces,Charming,Teal,63,4pm,virgo
Dec 22 - Jan 19,"September 2, 2022","Just in the nick of time, there's romance on the agenda -- big time. It might be someone you've known for some time, or someone you've just met, but either way, you're going to fall hard. And won't it just be 'loverly?'",Gemini,Sweet,Gold,34,1pm,capricorn
May 21 - Jun 21,"September 2, 2022","A financial deal that's offered today may sound like the real thing -- and it just might be the real thing. But just in case, since you are retrograde, why not have someone objective look over the agreement before you sign?",Cancer,Cautious,Orange,53,2pm,gemini
Sep 23 - Oct 22,"September 2, 2022","It's all about intensity and passion now -- which, of course, is music to your sensual little ears. Have pity on those around you who aren't quite so comfortable with themselves.",Aquarius,Excited,Spring Green,74,5am,libra
Jan 20 - Feb 18,"September 2, 2022","You're charming, cooperative and eager to make peace, right? Well, yes -- but there's another side to you: When your cause is just, you'll do whatever it takes to help the underdog. Don't feel guilty. It's time. Your talents are needed.",Leo,Peaceful,Brown,73,6am,aquarius
Jun 22 - Jul 22,"September 2, 2022","Still feeling romantic? Still thinking about candlelight and roses and dinners out? Great. You're right on schedule. If you have a couple of extra bucks, a limo might be nice -- for no reason at all.",Sagittarius,Sweet,Spring Green,3,12pm,cancer
Oct 23 - Nov 22,"September 2, 2022","You've decided to spend some time with your checkbook. Good. Once it's balanced, however, you might also want to do a bit of shopping. Go ahead. You'll easily find what you want -- for a price you can tolerate.",Capricorn,Productive,Navy Blue,27,12am,scorpio
Feb 19 - Mar 20,"September 2, 2022","Partnering up is what it's all about right now, and just in time for the weekend, too. Don't be surprised if your thoughts turn to someone who's quite a distance away from you.",Gemini,Collaborative,Silver,30,12am,pisces
Mar 21 - Apr 20,"September 3, 2022",You can choose to continue keeping the peace -- especially when it comes to family matters -- because it's one of the things you've been an expert at since you were just a little bitty. But weigh the other options first.,Aquarius,Thoughtful,Brown,34,10am,aries
Jul 23 - Aug 22,"September 3, 2022","You were hoping to have a nice, easy day with your dear ones, enjoying one another's company. But someone won't be quite so intent on keeping things pleasant. Don't get overly involved. Ignoring the issue might be best for now.",Cancer,Indifferent,Orchid,35,1am,leo
